,Date,EAC,Lat,Long,eventkey
1113362,2020-09-11,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6608822,-106.0128193,p0
1113364,2020-09-11,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6464522,-106.0384066,p0
1113496,2020-09-11,DAÑOS,28.61926625,-106.04852273,p3
1113498,2020-09-11,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.5936098,-106.0323577,v4
1113520,2020-09-11,ROBO A PERSONA CON VIOLENCIA,28.6724433,-106.1028442,v2
1113641,2020-09-11,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7275954,-106.1119535,v1
1113928,2020-09-12,ROBO DE VEHÍCULO SIN VIOLENCIA,28.5961841,-106.0974994,p2
1113950,2020-09-12,ROBO DE VEHÍCULO SIN VIOLENCIA,28.60031484,-106.03161906,p2
1113970,2020-09-12,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6787684,-106.0947512,p0
1114037,2020-09-12,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6927426,-106.1323415,v1
1114060,2020-09-12,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.7003957,-106.1023709,p1
1114094,2020-09-12,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67073718,-106.13274846,p1
1114134,2020-09-12,ROBO A PERSONA SIN VIOLENCIA,28.6328877,-106.0212421,p6
1114216,2020-09-12,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73603911,-106.15429143,p1
1114363,2020-09-12,DELITOS CONTRA LA SALUD,28.5856883,-106.040355,v7
1114395,2020-09-12,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6917278,-106.131991,v1
1114473,2020-09-12,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,29.05569054,-106.25582712,v4
1115144,2020-09-13,DAÑOS,28.6653917,-105.9849757,p3
1115236,2020-09-13,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.666066,-106.0700126,p4
1115439,2020-09-13,VIOLENCIA FAMILIAR,28.6726683,-106.072679,v0
1115472,2020-09-13,VIOLENCIA FAMILIAR,28.66620406,-105.95609297,v0
1115563,2020-09-13,VIOLENCIA FAMILIAR,28.6760957,-106.1207413,v0
1115671,2020-09-13,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6803452,-106.1007074,p0
1115704,2020-09-13,VIOLENCIA FAMILIAR,28.58113205,-106.04755667,v0
1115726,2020-09-13,HOMICIDIO,28.6147022,-106.0256324,v3
1115772,2020-09-13,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6433666,-106.0844215,p1
1115858,2020-09-13,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.62520109,-106.06763298,p0
1115896,2020-09-13,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6495673,-106.02851364,p0
1116219,2020-09-14,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6056243,-106.0310823,p2
1116244,2020-09-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7266066,-106.1256033,p0
1116249,2020-09-14,HOMICIDIO,28.6080763,-106.0787876,v3
1116257,2020-09-14,ROBO A ESCUELA,28.6571829,-105.9640433,p5
1116272,2020-09-14,ROBO A TRANSPORTISTA SIN VIOLENCIA,28.6060941,-105.9949373,p13
1116290,2020-09-14,ROBO A ESCUELA,28.6134377,-106.0572806,p5
1116316,2020-09-14,ROBO A ESCUELA,28.7695467,-106.1600649,p5
1116332,2020-09-14,VIOLENCIA FAMILIAR,28.72936275,-106.12486268,v0
1116336,2020-09-14,ROBO A BIENES PÚBLICOS,28.6304924,-106.0732411,p16
1116337,2020-09-14,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.636195,-106.0388932,p1
1116344,2020-09-14,VIOLENCIA FAMILIAR,28.7366306,-106.1429108,v0
1116393,2020-09-14,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.61903975,-106.05559789,p1
1116413,2020-09-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.5936098,-106.0323577,p0
1116429,2020-09-14,VIOLENCIA FAMILIAR,28.6158161,-106.0947286,v0
1116440,2020-09-14,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6868378,-106.0926706,p1
1116450,2020-09-14,DELITOS CONTRA LA SALUD,28.73523,-106.1264917,v7
1116456,2020-09-14,DAÑOS,28.61038778,-105.99180962,p3
1116468,2020-09-14,ROBO A TRANSPORTISTA SIN VIOLENCIA,28.6223919,-106.0293554,p13
1116484,2020-09-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.63982272,-106.03816023,p0
1116487,2020-09-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6474483,-105.9835636,p0
1116492,2020-09-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.5980426,-106.0136581,p0
1116497,2020-09-14,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.64046561,-106.03983501,v1
1116546,2020-09-14,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62197873,-106.04947139,p1
1116636,2020-09-14,DAÑOS,28.6424547,-106.1501791,p3
1116702,2020-09-14,VIOLENCIA FAMILIAR,28.737714,-106.1059122,v0
1116767,2020-09-15,VIOLENCIA FAMILIAR,28.69289,-106.0918833,v0
1116898,2020-09-15,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.70482884,-106.12900254,p1
1116992,2020-09-15,DAÑOS,28.6593402,-105.96890398,p3
1117064,2020-09-15,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.64120245,-106.06850401,p1
1117082,2020-09-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7384505,-106.1127119,p0
1117087,2020-09-15,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6135903,-106.0852093,p4
1117130,2020-09-15,HOMICIDIO,28.66895594,-105.93712235,v3
1117233,2020-09-15,VIOLENCIA FAMILIAR,28.6001386,-106.0385869,v0
1117281,2020-09-15,VIOLENCIA FAMILIAR,28.7134902,-106.0911011,v0
1117355,2020-09-15,ROBO DE VEHÍCULO CON VIOLENCIA,28.6249588,-106.0187165,v5
1117710,2020-09-16,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6101482,-106.0641719,v1
1117790,2020-09-16,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67116501,-105.99796426,p1
1117896,2020-09-16,ABUSO SEXUAL,28.7328206,-106.1219997,v8
1118269,2020-09-16,DAÑOS,28.64889076,-106.04523554,p3
1118307,2020-09-16,ROBO A PERSONA CON VIOLENCIA,28.60586616,-106.01357039,v2
1118383,2020-09-16,HOMICIDIO,28.6709248,-105.9559395,v3
1118433,2020-09-16,ROBO DE VEHÍCULO SIN VIOLENCIA,28.68895241,-106.0135776,p2
1118434,2020-09-16,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.60250482,-106.00419393,p1
1118517,2020-09-16,ROBO A ESCUELA,28.7351779,-106.1133344,p5
1118616,2020-09-16,DAÑOS,28.6606778,-106.1164487,p3
1118711,2020-09-17,DAÑOS,28.732735,-106.1379667,p3
1118798,2020-09-17,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6770741,-106.0801845,p2
1118816,2020-09-17,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.7425812,-106.1141446,p4
1118852,2020-09-17,ROBO A ESCUELA,28.7862067,-106.1608971,p5
1118868,2020-09-17,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.69670856,-106.09783371,v1
1119018,2020-09-17,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.62734248,-106.08987749,p0
1119037,2020-09-17,VIOLENCIA FAMILIAR,28.66880504,-106.12636896,v0
1119062,2020-09-17,VIOLENCIA FAMILIAR,28.78171969,-106.16804538,v0
1119111,2020-09-17,ROBO DE VEHÍCULO SIN VIOLENCIA,28.69132188,-106.09355903,p2
1119133,2020-09-17,ABUSO SEXUAL,28.7155083,-106.10004,v8
1119141,2020-09-17,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.68479781,-106.08216104,p0
1119174,2020-09-17,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6865933,-106.0821483,p1
1119204,2020-09-17,ABUSO SEXUAL,28.68179617,-106.02603316,v8
1119261,2020-09-17,DELITOS CONTRA LA SALUD,28.66972566,-106.03002948,v7
1119404,2020-09-17,ROBO A CASA HABITACIÓN CON VIOLENCIA,28.67577699,-106.11165525,v16
1119480,2020-09-18,DAÑOS,28.67780635,-106.10410327,p3
1119536,2020-09-18,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.72557786,-106.11184384,p1
1119569,2020-09-18,DAÑOS,28.67787963,-106.10397099,p3
1119583,2020-09-18,DAÑOS,28.61382207,-106.08313048,p3
1119604,2020-09-18,DAÑOS,28.78383929,-106.16192227,p3
1119627,2020-09-18,VIOLENCIA FAMILIAR,28.65965453,-105.95852677,v0
1119633,2020-09-18,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.60589581,-105.99625883,p4
1119640,2020-09-18,DELITOS CONTRA LA SALUD,28.6134267,-106.0102433,v7
1119652,2020-09-18,VIOLENCIA FAMILIAR,28.60269866,-106.01358427,v0
1119704,2020-09-18,PORTACIÓN DE ARMAS O CARTUCHOS,28.66822736,-105.98639933,v13
1119705,2020-09-18,ROBO A CONSTRUCCIÓN,28.706177,-106.1182275,p14
1119797,2020-09-18,ROBO DE VEHÍCULO CON VIOLENCIA,28.65658548,-106.07971216,v5
1119805,2020-09-18,ROBO A PERSONA SIN VIOLENCIA,28.78583777,-106.15198651,p6
1119825,2020-09-18,VIOLENCIA FAMILIAR,28.6314957,-106.05084218,v0
1119827,2020-09-18,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.70306552,-106.12645716,p1
1119905,2020-09-18,DELITOS CONTRA LA SALUD,28.64725938,-106.0373198,v7
1120044,2020-09-18,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60927831,-106.0220138,p0
1120045,2020-09-18,ROBO DE VEHÍCULO CON VIOLENCIA,28.51689448,-106.1807386,v5
1120180,2020-09-18,VIOLENCIA FAMILIAR,28.66408714,-105.98480511,v0
1120370,2020-09-19,TENTATIVA DE ROBO,28.6357862,-106.0808926,v19
1120607,2020-09-19,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.61349339,-106.07338991,v1
1120628,2020-09-19,ROBO DE VEHÍCULO SIN VIOLENCIA,28.77175506,-106.15553988,p2
1120684,2020-09-19,VIOLENCIA FAMILIAR,28.65527916,-105.96331666,v0
1120706,2020-09-19,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67753716,-106.12691268,p1
1120913,2020-09-19,ROBO A PERSONA SIN VIOLENCIA,28.68210609,-106.1481474,p6
1120926,2020-09-19,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.67411627,-105.98085639,p0
1120936,2020-09-19,ROBO A ESCUELA,28.69581698,-106.1057253,p5
1120939,2020-09-19,ROBO DE VEHÍCULO SIN VIOLENCIA,28.60926587,-106.03318246,p2
1120992,2020-09-19,VIOLENCIA FAMILIAR,28.69627379,-106.10172777,v0
1121127,2020-09-19,TENTATIVA DE HOMICIDIO,28.6556283,-105.96371891,v6
1121136,2020-09-19,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.62837872,-106.08671703,v1
1121218,2020-09-19,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7246103,-106.11316466,v1
1121339,2020-09-19,ROBO A CASA HABITACIÓN CON VIOLENCIA,28.6500835,-106.0869305,v16
1121776,2020-09-20,VIOLENCIA FAMILIAR,28.74071083,-106.14032905,v0
1121988,2020-09-20,ROBO A PERSONA CON VIOLENCIA,28.663575,-105.9476417,v2
1122039,2020-09-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73325528,-106.0959373,p1
1122057,2020-09-20,TENTATIVA DE HOMICIDIO,28.66242552,-105.94179014,v6
1122112,2020-09-20,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.60573809,-105.96819293,v4
1122134,2020-09-20,DAÑOS,28.67554997,-105.98229232,p3
1122319,2020-09-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.63299061,-106.04894405,p0
1122338,2020-09-20,ABUSO SEXUAL,28.7216612,-106.09632163,v8
1122354,2020-09-20,TENTATIVA DE HOMICIDIO,28.58148489,-106.0472873,v6
1122412,2020-09-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.60217075,-105.99221463,p1
1122444,2020-09-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73216873,-106.15040417,p0
1122493,2020-09-20,VIOLACIÓN,28.72331118,-106.12834518,v10
1122509,2020-09-20,ROBO A ESCUELA,28.67409643,-106.11516822,p5
1122546,2020-09-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.66597324,-105.95074544,p0
1122632,2020-09-20,OMISIÓN DE CUIDADOS,28.63508141,-106.09049965,v20
1122684,2020-09-20,DAÑOS,28.67553579,-105.987962,p3
1122903,2020-09-20,VIOLENCIA FAMILIAR,28.66830231,-105.98849792,v0
1122925,2020-09-20,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.63223144,-106.09917585,p4
1122950,2020-09-20,ROBO A PERSONA CON VIOLENCIA,28.63964636,-106.07947728,v2
1123466,2020-09-21,HOMICIDIO,28.70151906,-106.10707505,v3
1123505,2020-09-21,HOMICIDIO,28.69557186,-106.15240919,v3
1123610,2020-09-21,PRIVACIÓN DE LA LIBERTAD,28.78434518,-106.16644286,v17
1123633,2020-09-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6038818,-106.1017165,p0
1123638,2020-09-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.71136228,-106.0964292,p0
1123657,2020-09-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63442422,-106.12234944,p1
1123665,2020-09-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.69383812,-106.11589944,p1
1123679,2020-09-21,ROBO DE VEHÍCULO SIN VIOLENCIA,28.73035243,-106.09968895,p2
1123696,2020-09-21,ROBO DE VEHÍCULO SIN VIOLENCIA,28.64536022,-106.07371421,p2
1123717,2020-09-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63510073,-106.12239756,p1
1123734,2020-09-21,ROBO A ESCUELA,28.64181257,-106.10299975,p5
1123778,2020-09-21,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.73457182,-106.14800367,v1
1123794,2020-09-21,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.70117596,-106.09600566,p4
1123938,2020-09-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62154463,-106.0746761,p1
1123956,2020-09-21,DAÑOS,28.58870814,-106.02924897,p3
1124044,2020-09-21,ROBO A BIENES PÚBLICOS,28.70440996,-106.12642252,p16
1124090,2020-09-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.59582465,-106.03225331,p0
1124116,2020-09-21,VIOLENCIA FAMILIAR,28.74598762,-106.12453341,v0
1124133,2020-09-21,POSESIÓN DE VEHÍCULO CON REPORTE DE ROBO,28.58660468,-106.03760326,p9
1124214,2020-09-22,VIOLENCIA FAMILIAR,28.73724762,-106.14280924,v0
1124242,2020-09-22,ROBO DE VEHÍCULO SIN VIOLENCIA,28.66714937,-106.10936402,p2
1124256,2020-09-22,HOMICIDIO,28.57624368,-106.03517035,v3
1124342,2020-09-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.62637572,-106.06961332,p0
1124351,2020-09-22,ROBO A PERSONA SIN VIOLENCIA,28.71050296,-106.07983541,p6
1124382,2020-09-22,ROBO A ESCUELA,28.67484921,-105.98557098,p5
1124426,2020-09-22,DELITOS CONTRA LA SALUD,28.60260578,-106.03661499,v7
1124471,2020-09-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65782751,-105.95138822,p0
1124492,2020-09-22,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.66222933,-105.94791802,v4
1124499,2020-09-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62774959,-106.12102434,p1
1124544,2020-09-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7302753,-106.09584834,p0
1124547,2020-09-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.70744496,-106.09088072,p1
1124610,2020-09-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.64366066,-105.99117247,p0
1124831,2020-09-22,VIOLENCIA FAMILIAR,28.66279317,-106.08896493,v0
1124957,2020-09-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.69744479,-106.11960226,p1
1124963,2020-09-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.71699714,-106.14294857,p1
1125104,2020-09-23,TENTATIVA DE HOMICIDIO,28.60303129,-106.03289646,v6
1125125,2020-09-23,ROBO A ESCUELA,28.68720688,-106.01106033,p5
1125142,2020-09-23,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.65957518,-106.06804691,p4
1125152,2020-09-23,DAÑOS,28.72216442,-106.14452008,p3
1125202,2020-09-23,DAÑOS,28.66296487,-106.01577015,p3
1125251,2020-09-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62667514,-106.11489851,p1
1125253,2020-09-23,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7358364,-106.14468952,p0
1125312,2020-09-23,TENTATIVA DE HOMICIDIO,28.70211884,-106.09325157,v6
1125433,2020-09-23,DELITOS CONTRA LA SALUD,28.67436609,-106.12621374,v7
1125506,2020-09-23,HOMICIDIO,28.60700909,-106.08521858,v3
1125563,2020-09-23,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.63713886,-106.01865184,v4
1125577,2020-09-23,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.63320672,-106.08116071,v4
1125668,2020-09-23,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.74442597,-106.13428638,p0
1125732,2020-09-24,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6031105,-106.03197679,p4
1125780,2020-09-24,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.68863496,-106.13764502,p4
1125786,2020-09-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6289151,-106.05191105,p0
1125874,2020-09-24,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.62678593,-106.08747231,v4
1125883,2020-09-24,HOMICIDIO,28.60524432,-106.09031411,v3
1125885,2020-09-24,ROBO DE VEHÍCULO SIN VIOLENCIA,28.60016866,-106.10299409,p2
1125905,2020-09-24,ROBO A ESCUELA,28.73409872,-106.11283513,p5
1125965,2020-09-24,ROBO A ESCUELA,28.67470302,-105.98581523,p5
1126043,2020-09-24,HOMICIDIO,28.60168385,-106.08973532,v3
1126144,2020-09-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60930613,-106.02550176,p0
1126243,2020-09-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.64253745,-106.06657494,p0
1126255,2020-09-24,ABUSO SEXUAL,28.62952799,-106.04502231,v8
1126281,2020-09-24,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.6600555,-106.09826879,p4
1126599,2020-09-25,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65108474,-106.09149396,p0
1126616,2020-09-25,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.69056586,-106.10330569,p4
1126624,2020-09-25,TENTATIVA DE ROBO,28.59649567,-106.09402804,v19
1126656,2020-09-25,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.70077709,-106.09844805,p0
1126729,2020-09-25,ROBO DE VEHÍCULO SIN VIOLENCIA,28.62579108,-106.11527101,p2
1126760,2020-09-25,ROBO A PERSONA CON VIOLENCIA,28.74154529,-106.10284759,v2
1126805,2020-09-25,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.63663059,-106.07963056,p4
1126822,2020-09-25,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62841851,-106.03338081,p1
1126885,2020-09-25,ROBO A PERSONA SIN VIOLENCIA,28.72399403,-106.12655048,p6
1126886,2020-09-25,ROBO A CASA HABITACIÓN CON VIOLENCIA,28.64194145,-106.08930197,v16
1126913,2020-09-25,ROBO A PERSONA SIN VIOLENCIA,28.64883787,-106.09924667,p6
1126966,2020-09-25,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63510097,-106.11947268,p1
1127008,2020-09-25,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.741817,-106.11920462,v1
1127204,2020-09-25,ROBO A CASA HABITACIÓN CON VIOLENCIA,28.65181853,-106.08891291,v16
1127645,2020-09-26,ROBO DE VEHÍCULO SIN VIOLENCIA,28.68415549,-106.10026012,p2
1127781,2020-09-26,ABUSO SEXUAL,28.7845529,-106.15764792,v8
1127878,2020-09-26,PORTACIÓN DE ARMAS O CARTUCHOS,28.66777676,-105.98877953,v13
1127920,2020-09-26,ROBO DE VEHÍCULO CON VIOLENCIA,28.61675358,-106.06857477,v5
1127959,2020-09-26,VIOLENCIA FAMILIAR,28.7718525,-106.16625555,v0
1127967,2020-09-26,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.65190501,-106.00168664,p4
1128119,2020-09-26,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.77746228,-106.16357257,p0
1128150,2020-09-26,VIOLENCIA FAMILIAR,28.77184348,-106.16625545,v0
1128189,2020-09-26,TENTATIVA DE HOMICIDIO,28.62454076,-106.02798207,v6
1128195,2020-09-26,ROBO DE VEHÍCULO CON VIOLENCIA,28.59340309,-106.11469373,v5
1128292,2020-09-26,HOMICIDIO,28.75412596,-106.13455507,v3
1128849,2020-09-27,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.78764719,-106.15886027,v4
1129150,2020-09-27,DAÑOS,28.65656698,-105.9586317,p3
1129212,2020-09-27,DAÑOS,28.62870392,-106.07423003,p3
1129355,2020-09-27,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.67804441,-106.08807874,p0
1129368,2020-09-27,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6237547,-106.02690034,p0
1129424,2020-09-27,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60818622,-106.0267898,p0
1129482,2020-09-27,FRAUDE,28.67472038,-106.10290423,p10
1129552,2020-09-27,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.63240303,-106.05022719,v4
1129594,2020-09-27,HOMICIDIO,28.6400967,-106.07391638,v3
1129917,2020-09-27,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.64447855,-106.05497196,v4
1129922,2020-09-27,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.62553596,-106.06162593,p0
1130017,2020-09-27,VIOLENCIA FAMILIAR,28.66787379,-105.9487261,v0
1130022,2020-09-27,DAÑOS,28.64206598,-106.12378125,p3
1130037,2020-09-27,VIOLENCIA FAMILIAR,28.689335,-106.1084083,v0
1130096,2020-09-27,ROBO DE VEHÍCULO SIN VIOLENCIA,28.71234358,-106.13395029,p2
1130218,2020-09-28,DAÑOS,28.63267053,-106.05064929,p3
1130320,2020-09-28,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.72566,-106.109915,p4
1130472,2020-09-28,DELITOS CONTRA LA SALUD,28.6744833,-105.982275,v7
1130506,2020-09-28,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.59717176,-106.0912649,p0
1130658,2020-09-28,ROBO A PERSONA SIN VIOLENCIA,28.63135985,-106.07847178,p6
1130662,2020-09-28,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.59222867,-106.10932291,v1
1130859,2020-09-28,VIOLENCIA FAMILIAR,28.5844042,-106.03500486,v0
1130885,2020-09-28,VIOLENCIA FAMILIAR,28.65335285,-106.1468722,v0
1130909,2020-09-28,VIOLACIÓN,28.59301085,-105.98957202,v10
1130921,2020-09-28,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.66128486,-105.95516471,p0
1130960,2020-09-28,DAÑOS,28.64415132,-106.07819336,p3
1131014,2020-09-29,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6862373,-106.09284091,p1
1131108,2020-09-29,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.78255406,-106.16966306,p0
1131128,2020-09-29,VIOLACIÓN,28.69246803,-106.11239452,v10
1131141,2020-09-29,ROBO DE ACCESORIOS Y OBJETOS DE VEHÍCULO,28.64388748,-106.03210965,p4
1131146,2020-09-29,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73441448,-106.1516473,p0
1131151,2020-09-29,DAÑOS,28.68223217,-106.1092159,p3
1131178,2020-09-29,DAÑOS,28.66497921,-106.13058499,p3
1131199,2020-09-29,DAÑOS,28.69645101,-106.13057503,p3
1131215,2020-09-29,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.62208143,-106.09201214,p0
1131226,2020-09-29,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6901655,-106.08247213,p0
1131232,2020-09-29,VIOLENCIA FAMILIAR,28.78526964,-106.16560573,v0
1131402,2020-09-29,DAÑOS,28.62044269,-106.09376476,p3
1131410,2020-09-29,DELITOS CONTRA LA SALUD,28.6397948,-106.0746401,v7
1131442,2020-09-29,DELITOS CONTRA LA SALUD,28.63113,-106.0518067,v7
1131494,2020-09-29,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67346125,-106.10235888,p1
1131545,2020-09-29,TENTATIVA DE HOMICIDIO,28.7356485,-106.11205283,v6
1131546,2020-09-29,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.68356018,-106.11208219,p1
1131586,2020-09-29,DAÑOS,28.66168062,-105.94506829,p3
1131598,2020-09-29,ROBO A BIENES PÚBLICOS,28.70183557,-106.13208651,p16
1131638,2020-09-29,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.59567743,-106.01226926,v1
1131682,2020-09-29,DAÑOS,28.64859302,-105.97189113,p3
1131784,2020-09-30,TENTATIVA DE HOMICIDIO,28.69760389,-106.14267638,v6
1131873,2020-09-30,ROBO A ESCUELA,28.60857217,-106.0005184,p5
1131905,2020-09-30,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7072324,-106.11474143,p0
1131929,2020-09-30,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.59811042,-106.10636783,p1
1131997,2020-09-30,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6333101,-106.0793124,p1
1132096,2020-09-30,ROBO DE VEHÍCULO SIN VIOLENCIA,28.64740069,-106.11715704,p2
1132184,2020-09-30,ROBO DE VEHÍCULO CON VIOLENCIA,28.52867486,-106.17738495,v5
1132244,2020-09-30,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.68632706,-106.09290325,p1
1132245,2020-09-30,VIOLENCIA FAMILIAR,28.67195454,-105.9537059,v0
1132279,2020-09-30,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.61905505,-106.02922305,p1
1132471,2020-10-01,TENTATIVA DE HOMICIDIO,28.63292277,-105.99572627,v6
1132489,2020-10-01,POSESIÓN DE VEHÍCULO CON REPORTE DE ROBO,28.65103637,-106.03794019,p9
