,Date,EAC,Lat,Long,eventkey
1132491,2020-10-01,PORTACIÓN DE ARMAS DE FUEGO O CARTUCHOS,28.60286752,-106.02712672,v22
1132620,2020-10-01,HOMICIDIO DOLOSO,28.74940452,-106.12280851,v12
1132701,2020-10-01,DAÑOS A PROPIEDAD PARTICULAR,28.6340866,-106.0827059,p7
1132759,2020-10-01,ROBO DE VEHÍCULO CON VIOLENCIA,28.57733349,-106.12828651,v5
1132817,2020-10-01,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.6642955,-105.94285066,v4
1132857,2020-10-01,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.58557508,-105.99060675,p0
1132900,2020-10-01,VIOLENCIA FAMILIAR,28.73491115,-106.11062168,v0
1132979,2020-10-01,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.61904652,-106.0556113,p1
1133002,2020-10-01,VIOLENCIA FAMILIAR,28.66258451,-105.98911965,v0
1133043,2020-10-01,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.58860819,-105.99178049,p0
1133048,2020-10-01,ROBO DE AUTOPARTES O ACCESORIOS,28.62190944,-106.11095431,p8
1133068,2020-10-01,ABUSO SEXUAL,28.58015176,-105.99168069,v8
1133091,2020-10-01,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73356197,-106.1253424,p0
1133135,2020-10-01,HOMICIDIO DOLOSO,28.61370401,-106.10225587,v12
1133298,2020-10-02,ROBO A PERSONA CON VIOLENCIA,28.67644575,-105.98570873,v2
1133375,2020-10-02,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.64565119,-106.06199213,v1
1133464,2020-10-02,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.59922035,-105.99453911,p1
1133468,2020-10-02,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62148132,-106.05147893,p1
1133481,2020-10-02,VIOLENCIA CONTRA LA MUJER,28.57613053,-106.02868684,v15
1133503,2020-10-02,NARCOMENUDEO,28.6366439,-106.0749014,v9
1133616,2020-10-02,HOMICIDIO DOLOSO,28.59343695,-105.9917849,v12
1133837,2020-10-02,HOMICIDIO DOLOSO,28.59924964,-106.01011494,v12
1133901,2020-10-02,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60475672,-106.10372724,p0
1133934,2020-10-02,DAÑOS A PROPIEDAD PARTICULAR,28.6000521,-106.08160861,p7
1133945,2020-10-02,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.64819012,-106.05933705,p0
1133948,2020-10-02,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.61878039,-106.08835705,v4
1133978,2020-10-02,HOMICIDIO DOLOSO,28.74373092,-106.1147703,v12
1133983,2020-10-02,ROBO DE VEHÍCULO SIN VIOLENCIA,28.64194063,-106.07471271,p2
1134052,2020-10-02,DAÑOS A PROPIEDAD PARTICULAR,28.63771179,-106.07418877,p7
1134220,2020-10-03,NARCOMENUDEO,28.6402462,-106.073692,v9
1134415,2020-10-03,DAÑOS A PROPIEDAD PARTICULAR,28.71753011,-106.1386134,p7
1134441,2020-10-03,DAÑOS A PROPIEDAD PARTICULAR,28.62561968,-106.10755634,p7
1134461,2020-10-03,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.66096617,-105.95556091,p0
1134504,2020-10-03,VIOLENCIA FAMILIAR,28.75585091,-106.13657089,v0
1134543,2020-10-03,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73996706,-106.11589774,p0
1134639,2020-10-03,VIOLENCIA FAMILIAR,28.62651501,-106.00178306,v0
1134666,2020-10-03,TENTATIVA DE HOMICIDIO,28.6309722,-106.00320643,v6
1134804,2020-10-03,VIOLENCIA FAMILIAR,28.77746386,-106.17278188,v0
1134938,2020-10-03,TENTATIVA DE HOMICIDIO,28.59907684,-106.1073904,v6
1135001,2020-10-03,CRISTALAZO O ROBO AL INTERIOR DE VEHÍCULO,28.65955477,-106.08762169,p17
1135048,2020-10-03,VIOLENCIA FAMILIAR,28.61040292,-106.04615235,v0
1135790,2020-10-04,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.64158589,-106.08749767,p1
1135854,2020-10-04,HOMICIDIO DOLOSO,28.59669412,-106.02829388,v12
1135869,2020-10-04,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.67469239,-106.10301651,v1
1135895,2020-10-04,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.61030474,-106.08843331,p1
1135918,2020-10-04,NARCOMENUDEO,28.663175,-105.9435517,v9
1135920,2020-10-04,VIOLENCIA FAMILIAR,28.75572665,-106.12228212,v0
1135979,2020-10-04,CRISTALAZO O ROBO AL INTERIOR DE VEHÍCULO,28.65840959,-106.11194265,p17
1136078,2020-10-04,ROBO A PERSONA CON VIOLENCIA,28.65389986,-106.10163236,v2
1136116,2020-10-04,NARCOMENUDEO,28.66714137,-105.97933827,v9
1136354,2020-10-04,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.66419825,-106.1104381,v1
1136388,2020-10-04,ROBO A TRANSPORTISTA CON VIOLENCIA,28.60310272,-106.02705742,v11
1136481,2020-10-04,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.60870016,-106.06431013,v4
1136668,2020-10-05,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.78565681,-106.16571248,v4
1136699,2020-10-05,ROBO DE VEHÍCULO CON VIOLENCIA,28.602065,-106.1032033,v5
1136740,2020-10-05,VIOLENCIA FAMILIAR,28.69956962,-106.11585787,v0
1136886,2020-10-05,DAÑOS A PROPIEDAD PARTICULAR,28.61711778,-106.11524072,p7
1136913,2020-10-05,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.70959659,-106.1126064,p0
1136947,2020-10-05,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.72758609,-106.10357136,p0
1136948,2020-10-05,ROBO DE VEHÍCULO CON VIOLENCIA,28.69972478,-106.13947495,v5
1136953,2020-10-05,ROBO DE VEHÍCULO SIN VIOLENCIA,28.62396569,-106.06849437,p2
1136958,2020-10-05,DAÑOS A PROPIEDAD PARTICULAR,28.58260551,-106.034159,p7
1136999,2020-10-05,ROBO DE AUTOPARTES O ACCESORIOS,28.6246581,-106.06652713,p8
1137033,2020-10-05,VIOLACIÓN,28.61336152,-106.01069999,v10
1137064,2020-10-05,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.69218732,-106.14710076,p0
1137081,2020-10-05,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.67637559,-105.98294479,v1
1137167,2020-10-05,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62210557,-106.02966495,p1
1137173,2020-10-05,ROBO A PERSONA CON VIOLENCIA,28.66023948,-105.98889298,v2
1137174,2020-10-05,ROBO A ESCUELA SIN VIOLENCIA,28.65602819,-106.03903305,p12
1137312,2020-10-05,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73804817,-106.12743851,p0
1137393,2020-10-05,DAÑOS A PROPIEDAD PARTICULAR,28.667227660000002,-105.98237843,p7
1137624,2020-10-06,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.75243781,-106.12813585,v4
1137632,2020-10-06,PORTACIÓN DE ARMAS DE FUEGO O CARTUCHOS,28.6459583,-106.0706933,v22
1137750,2020-10-06,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.70853095,-106.09387105,v1
1137772,2020-10-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60294797,-106.02245367,p0
1137790,2020-10-06,ROBO A ESCUELA SIN VIOLENCIA,28.66358082,-106.06940758,p12
1137793,2020-10-06,ROBO A ESCUELA SIN VIOLENCIA,28.59190039,-106.01042304,p12
1137814,2020-10-06,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62147524,-106.02993663,p1
1137960,2020-10-06,VIOLENCIA FAMILIAR,28.66044687,-106.1078404,v0
1137964,2020-10-06,ROBO DE VEHÍCULO CON VIOLENCIA,28.72481197,-106.10728966,v5
1138016,2020-10-06,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.68227701,-106.13214219,v4
1138048,2020-10-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6434731,-106.05427641,p0
1138093,2020-10-06,FRAUDE,28.65109052,-106.03794072,p10
1138186,2020-10-06,ROBO DE AUTOPARTES O ACCESORIOS,28.62777403,-105.99750879,p8
1138363,2020-10-07,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.62882738,-106.02328748,v4
1138471,2020-10-07,"DAÑOS A BIENES PÚBLICOS, INSTITUCIONES, MONUMENTOS, ENTRE OTROS",28.65616835,-106.10014171,p19
1138478,2020-10-07,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.70149151,-106.12355572,p1
1138563,2020-10-07,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67748284,-106.12693257,p1
1138600,2020-10-07,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.60287625,-106.01879163,v1
1138625,2020-10-07,ROBO DE AUTOPARTES O ACCESORIOS,28.70988171,-106.09759107,p8
1138717,2020-10-07,ROBO A PERSONA CON VIOLENCIA,28.63751042,-106.06156211,v2
1138725,2020-10-07,NARCOMENUDEO,28.65451195,-105.96458868,v9
1138758,2020-10-07,ROBO A ESCUELA SIN VIOLENCIA,28.74217919,-106.10258799,p12
1138894,2020-10-07,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.66687067,-106.12796623,p1
1138895,2020-10-07,AMENAZA,28.66020884,-106.06895381,v23
1138932,2020-10-07,NARCOMENUDEO,28.6313417,-106.0749183,v9
1138993,2020-10-07,ROBO DE AUTOPARTES O ACCESORIOS,28.66508135,-106.12699429,p8
1139007,2020-10-07,ROBO A CASA HABITACIÓN CON VIOLENCIA,28.64524352,-106.08270626,v16
1139231,2020-10-08,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62516188,-106.06902817,p1
1139248,2020-10-08,VIOLENCIA FAMILIAR,28.67228861,-105.98396074,v0
1139255,2020-10-08,VIOLENCIA FAMILIAR,28.6153336,-106.05744219,v0
1139286,2020-10-08,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.63883461,-106.09849785,v1
1139289,2020-10-08,ROBO A CONSTRUCCIÓN,28.64728115,-106.0750434,p14
1139318,2020-10-08,TENTATIVA DE HOMICIDIO,28.72680744,-106.12033481,v6
1139323,2020-10-08,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.59857332,-106.10050258,v4
1139418,2020-10-08,TENTATIVA DE HOMICIDIO,28.60039819,-106.02782882,v6
1139426,2020-10-08,VIOLENCIA FAMILIAR,28.78035315,-106.17056048,v0
1139706,2020-10-08,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.65626144,-106.11524546,v1
1139722,2020-10-08,LESIONES POR ARMA BLANCA,28.6588972,-106.00934575,v14
1139779,2020-10-08,ROBO DE AUTOPARTES O ACCESORIOS,28.67344245,-106.10245079,p8
1139994,2020-10-09,ROBO A BIENES PÚBLICOS,28.67065041,-106.12803631,p16
1140001,2020-10-09,VIOLENCIA FAMILIAR,28.63503899,-106.05597216,v0
1140003,2020-10-09,ROBO DE AUTOPARTES O ACCESORIOS,28.6520954,-106.10598249,p8
1140005,2020-10-09,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.63316266,-106.08102726,p0
1140031,2020-10-09,ROBO DE AUTOPARTES O ACCESORIOS,28.631922,-106.06559804,p8
1140118,2020-10-09,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.72731616,-106.1155688,p0
1140121,2020-10-09,VIOLENCIA FAMILIAR,28.78313706,-106.16590984,v0
1140130,2020-10-09,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63510068,-106.11945458,p1
1140242,2020-10-09,ROBO A PERSONA SIN VIOLENCIA,28.67065893,-106.00917191,p6
1140269,2020-10-09,NARCOMENUDEO,28.6191182,-106.0277349,v9
1140333,2020-10-09,VIOLENCIA FAMILIAR,28.69788301,-106.14489043,v0
1140418,2020-10-09,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.57854528,-105.99166562,p0
1140430,2020-10-09,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.66723109,-105.95156524,p0
1140436,2020-10-09,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.63631451,-106.07738687,v1
1140441,2020-10-09,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.77001176,-106.15465,v4
1140509,2020-10-09,POSESIÓN DE VEHÍCULO CON REPORTE DE ROBO,28.633551,-106.0788419,p9
1140589,2020-10-09,VIOLENCIA FAMILIAR,28.72821491,-106.12474244,v0
1140651,2020-10-09,VIOLENCIA FAMILIAR,28.59539566,-105.98929779,v0
1140940,2020-10-10,LESIONES POR ARMA BLANCA,28.65937021,-105.94762624,v14
1140972,2020-10-10,ROBO DE VEHÍCULO CON VIOLENCIA,28.75726339,-106.13280688,v5
1141048,2020-10-10,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.64751714,-106.13355914,p1
1141080,2020-10-10,"DAÑOS A BIENES PÚBLICOS, INSTITUCIONES, MONUMENTOS, ENTRE OTROS",28.68783462,-106.0995514,p19
1141122,2020-10-10,ROBO DE VEHÍCULO CON VIOLENCIA,28.60950971,-106.12174697,v5
1141124,2020-10-10,ROBO A PERSONA SIN VIOLENCIA,28.66481526,-106.12968273,p6
1141206,2020-10-10,ROBO A TRANSPORTISTA CON VIOLENCIA,28.70432043,-106.01092794,v11
1141328,2020-10-10,LESIONES POR ARMA BLANCA,28.63804491,-106.07883683,v14
1141523,2020-10-10,VIOLENCIA CONTRA LA MUJER,28.5937548,-106.03264213,v15
1141596,2020-10-10,LESIONES POR ARMA BLANCA,28.60940942,-106.03092352,v14
1141661,2020-10-10,ROBO DE VEHÍCULO CON VIOLENCIA,28.57862277,-106.02853727,v5
1141745,2020-10-10,DAÑOS A PROPIEDAD PARTICULAR,28.66060233,-105.95339846,p7
1141783,2020-10-10,VIOLENCIA FAMILIAR,28.62163894,-106.07738021,v0
1141795,2020-10-10,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.59922055,-106.12610674,v1
1141840,2020-10-10,VIOLACIÓN,28.74340297,-106.11623124,v10
1141969,2020-10-11,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.58918425,-105.9907633,v1
1142167,2020-10-11,LESIONES POR ARMA BLANCA,28.72960521,-106.148318,v14
1142282,2020-10-11,VIOLENCIA CONTRA LA MUJER,28.5834935,-106.0344282,v15
1142396,2020-10-11,VIOLENCIA CONTRA LA MUJER,28.72829697,-106.12247022,v15
1142457,2020-10-11,VIOLACIÓN,28.6673619,-105.95605897,v10
1142574,2020-10-11,AMENAZA,28.72793606,-106.13650426,v23
1142578,2020-10-11,ROBO A PERSONA CON VIOLENCIA,28.61658932,-106.10371798,v2
1142589,2020-10-11,ROBO DE VEHÍCULO CON VIOLENCIA,28.59995566,-106.07443862,v5
1142706,2020-10-11,ROBO A PERSONA SIN VIOLENCIA,28.61364004,-106.05238272,p6
1142753,2020-10-11,VIOLENCIA CONTRA LA MUJER,28.78417607,-106.15738764,v15
1142756,2020-10-11,ROBO DE AUTOPARTES O ACCESORIOS,28.63263768,-106.08460238,p8
1142802,2020-10-11,VIOLENCIA CONTRA LA MUJER,28.66738082,-106.11195548,v15
1142886,2020-10-11,VIOLACIÓN,28.60187632,-106.07010145,v10
1142958,2020-10-11,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.69584421,-106.08676831,v1
1142992,2020-10-11,ROBO DE VEHÍCULO CON VIOLENCIA,28.65422157,-106.15721593,v5
1143084,2020-10-11,VIOLENCIA FAMILIAR,28.77059147,-106.16596496,v0
1143122,2020-10-11,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.68359435,-106.03524175,p0
1143136,2020-10-11,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.63389262,-106.136318,p0
1143202,2020-10-11,ROBO DE VEHÍCULO CON VIOLENCIA,28.6228647,-106.06503602,v5
1143380,2020-10-11,VIOLENCIA FAMILIAR,28.66718542,-105.93871146,v0
1143387,2020-10-11,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6290778,-106.10407367,p0
1143544,2020-10-12,DAÑOS A PROPIEDAD PARTICULAR,28.60324879,-105.99413727,p7
1143648,2020-10-12,ROBO DE VEHÍCULO CON VIOLENCIA,28.68926383,-106.12442821,v5
1143657,2020-10-12,FRAUDE,28.61978078,-106.0260536,p10
1143718,2020-10-12,"DAÑOS A BIENES PÚBLICOS, INSTITUCIONES, MONUMENTOS, ENTRE OTROS",28.66074952,-106.09615786,p19
1143729,2020-10-12,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.62524286,-106.06905968,v1
1143766,2020-10-12,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65723313,-106.092366,p0
1143796,2020-10-12,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65583185,-106.07232698,p0
1143879,2020-10-12,ROBO DE VEHÍCULO CON VIOLENCIA,28.64749909,-106.13355894,v5
1143885,2020-10-12,ROBO DE VEHÍCULO CON VIOLENCIA,28.60460505,-106.00239333,v5
1143890,2020-10-12,LESIONES POR ARMA BLANCA,28.70174565,-106.1168432,v14
1143900,2020-10-12,DAÑOS A PROPIEDAD PARTICULAR,28.77039911,-106.16420098,p7
1143905,2020-10-12,VIOLENCIA FAMILIAR,28.60401326,-106.12500217,v0
1143953,2020-10-12,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7282233,-106.1134333,v1
1144018,2020-10-12,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.77994795,-106.17045351,p0
1144220,2020-10-12,HOMICIDIO DOLOSO,28.60288366,-105.99223156,v12
1144451,2020-10-13,TENTATIVA DE HOMICIDIO,28.63889482,-106.03466961,v6
1144461,2020-10-13,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.65948771,-106.09482473,v1
1144515,2020-10-13,DAÑOS A PROPIEDAD PARTICULAR,28.646027,-106.073922,p7
1144526,2020-10-13,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.7478224,-106.13823518,p1
1144560,2020-10-13,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.72906917,-106.12945142,p1
1144566,2020-10-13,ROBO A ESCUELA SIN VIOLENCIA,28.68973459,-106.10563067,p12
1144634,2020-10-13,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73035189,-106.11518122,p0
1144697,2020-10-13,HOMICIDIO DOLOSO,28.6539333,-106.0271667,v12
1144704,2020-10-13,ROBO A ESCUELA SIN VIOLENCIA,28.6477937,-106.0226135,p12
1144774,2020-10-13,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.72329228,-106.12085023,p0
1144849,2020-10-13,DAÑOS A PROPIEDAD PARTICULAR,28.7506729,-106.1575309,p7
1144881,2020-10-13,ABUSO SEXUAL,28.74996909,-106.13517582,v8
1144899,2020-10-13,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.61925784,-106.02120006,v1
1145132,2020-10-14,ROBO A PERSONA CON VIOLENCIA,28.74550847,-106.11701145,v2
1145135,2020-10-14,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73251375,-106.1222388,p0
1145150,2020-10-14,PRIVACIÓN DE LA LIBERTAD,28.68000183,-106.03999624,v17
1145156,2020-10-14,LESIONES POR ARMA BLANCA,28.61913389,-106.05737797,v14
1145185,2020-10-14,DAÑOS A PROPIEDAD PARTICULAR,28.63534178,-106.06456864,p7
1155270,2020-10-14,OTROS ACTOS RELACIONADOS CON LA FAMILIA,28.60862047,-106.06065804,v21
1155271,2020-10-14,ROBO DE VEHÍCULO SIN VIOLENCIA,28.65197,-106.03624065,p2
1155420,2020-10-14,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.65584112,-106.07229638,p1
1165645,2020-10-14,ROBO DE AUTOPARTES O ACCESORIOS,28.62166968,-106.11157575,p8
1165679,2020-10-14,NARCOMENUDEO,28.66212133,-105.98046921,v9
1165900,2020-10-15,VIOLENCIA FAMILIAR,28.7749667,-106.1673703,v0
1165946,2020-10-15,DAÑOS A PROPIEDAD PARTICULAR,28.77637088,-106.17184771,p7
1165964,2020-10-15,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.66475866,-106.10260548,p1
1165988,2020-10-15,ROBO DE AUTOPARTES O ACCESORIOS,28.66857491,-106.12582413,p8
1165996,2020-10-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.72376124,-106.11365631,p0
1166005,2020-10-15,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62984228,-106.07976567,p1
1166048,2020-10-15,VIOLENCIA FAMILIAR,28.59170948,-106.10326368,v0
1166070,2020-10-15,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73845091,-106.12351059,p1
1166093,2020-10-15,ROBO DE AUTOPARTES O ACCESORIOS,28.67995088,-106.13185108,p8
1166201,2020-10-15,ROBO DE AUTOPARTES O ACCESORIOS,28.6348874,-106.0921754,p8
1166260,2020-10-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65587871,-106.01590648,p0
1166347,2020-10-15,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.74850241,-106.12492903,p0
1166397,2020-10-15,NARCOMENUDEO,28.85404376,-106.21044265,v9
1166477,2020-10-15,NARCOMENUDEO,28.63423994,-106.04381662,v9
1166599,2020-10-16,DAÑOS A PROPIEDAD PARTICULAR,28.58832943,-106.03276295,p7
1166621,2020-10-16,VIOLENCIA FAMILIAR,28.57353895,-106.03832364,v0
1166720,2020-10-16,VIOLENCIA FAMILIAR,28.61032148,-106.06012282,v0
1166776,2020-10-16,ROBO A ESCUELA SIN VIOLENCIA,28.60525088,-106.07934025,p12
1166815,2020-10-16,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.66689538,-106.12796422,p1
1166866,2020-10-16,ROBO A ESCUELA SIN VIOLENCIA,28.67133168,-105.98770764,p12
1167102,2020-10-16,LESIONES POR ARMA BLANCA,28.68372296,-106.10017371,v14
1167129,2020-10-16,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.66700448,-105.94267023,p0
1167138,2020-10-16,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60566446,-105.99580664,p0
1167179,2020-10-16,DAÑOS A PROPIEDAD PARTICULAR,28.60715193,-106.11763094,p7
1167215,2020-10-16,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.65165475,-106.1035734,v1
1167329,2020-10-16,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.65647811,-106.11523752,v1
1167476,2020-10-17,LESIONES POR ARMA BLANCA,28.6568166,-105.97173162,v14
1167647,2020-10-17,CRISTALAZO O ROBO AL INTERIOR DE VEHÍCULO,28.73167002,-106.12167686,p17
1167759,2020-10-17,HOMICIDIO DOLOSO,28.67799554,-106.02256756,v12
1167829,2020-10-17,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67726829,-106.1102996,p1
1167860,2020-10-17,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.70980905,-106.11311028,p1
1167900,2020-10-17,TENTATIVA DE ROBO CON VIOLENCIA,28.73786563,-106.1003001,v18
1167969,2020-10-17,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.71600214,-106.11619608,p1
1167971,2020-10-17,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6486452,-105.99822804,p0
1168029,2020-10-17,ROBO DE AUTOPARTES O ACCESORIOS,28.67345231,-106.10234855,p8
1168119,2020-10-17,VIOLENCIA FAMILIAR,28.71636356,-106.09293898,v0
1168123,2020-10-17,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.70171982,-106.10016742,v1
1168146,2020-10-17,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.64116969,-106.09992379,p1
1168264,2020-10-17,PORTACIÓN DE ARMAS DE FUEGO O CARTUCHOS,28.63215028,-106.12119996,v22
1168324,2020-10-17,VIOLENCIA FAMILIAR,28.63400659,-106.06563956,v0
1168389,2020-10-17,VIOLENCIA CONTRA LA MUJER,28.61291683,-106.05948406,v15
1168567,2020-10-17,"DAÑOS A BIENES PÚBLICOS, INSTITUCIONES, MONUMENTOS, ENTRE OTROS",28.66467826,-105.97796457,p19
1168641,2020-10-17,VIOLENCIA FAMILIAR,28.61249401,-106.09564618,v0
1168683,2020-10-17,HOMICIDIO DOLOSO,28.69877017,-106.12520541,v12
1168791,2020-10-18,VIOLENCIA FAMILIAR,28.66473492,-105.94455333,v0
1169277,2020-10-18,HOMICIDIO DOLOSO,28.60018441,-105.9635194,v12
1169314,2020-10-18,ROBO DE AUTOPARTES O ACCESORIOS,28.60597929,-106.08307047,p8
1169668,2020-10-18,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.75252752,-106.16542625,v1
1169730,2020-10-18,VIOLENCIA FAMILIAR,28.66149859,-105.94399219,v0
1169735,2020-10-18,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.6499833,-106.066925,v4
1169806,2020-10-18,NARCOMENUDEO,28.5741033,-106.0100667,v9
1170033,2020-10-18,TENTATIVA DE HOMICIDIO,28.60330333,-105.99038436,v6
1170181,2020-10-19,VIOLENCIA FAMILIAR,28.60523362,-106.03643623,v0
1170303,2020-10-19,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.68742239,-106.09918886,p0
1170357,2020-10-19,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.72388866,-106.10320488,p1
1170362,2020-10-19,VIOLENCIA CONTRA LA MUJER,28.61006098,-106.08956608,v15
1170433,2020-10-19,FRAUDE,28.61287729,-106.09288858,p10
1170476,2020-10-19,DAÑOS A PROPIEDAD PARTICULAR,28.62703488,-106.07414142,p7
1170521,2020-10-19,VIOLENCIA FAMILIAR,28.72815291,-106.12242772,v0
1170539,2020-10-19,VIOLENCIA CONTRA LA MUJER,28.68424824,-106.02641529,v15
1170567,2020-10-19,DAÑOS A PROPIEDAD PARTICULAR,28.63146533,-106.12108015,p7
1170617,2020-10-19,HOMICIDIO DOLOSO,28.73306637,-106.13711271,v12
1170652,2020-10-19,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67874065,-105.98538224,p1
1170974,2020-10-20,NARCOMENUDEO,28.66169825,-105.94512985,v9
1170999,2020-10-20,NARCOMENUDEO,28.61423122,-106.10068624,v9
1171009,2020-10-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62307781,-106.03046373,p1
1171084,2020-10-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.68361055,-106.11062237,p0
1171094,2020-10-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73898328,-106.16301282,p1
1171120,2020-10-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6611411,-105.94218798,p0
1171152,2020-10-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6472054,-106.06521023,p0
1171196,2020-10-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.66681772,-106.12796891,p1
1171205,2020-10-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63166649,-106.08302722,p1
1171206,2020-10-20,ROBO A ESCUELA SIN VIOLENCIA,28.59426099,-106.01821767,p12
1171212,2020-10-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.77158182,-106.16100794,p0
